,method,n,d,q,p,time
4396,Encryption,32,24,32,3,0.19946581050025997
4397,Decrypt,32,24,32,3,0.005868018800538266
4398,Addition,32,24,32,3,0.00025514189983368853
4399,Multiplication,32,24,32,3,7.933195700000215
4400,KeyGen,32,26,32,3,9.080155657399882
4401,Encryption,32,26,32,3,0.2304575456000748
4402,Decrypt,32,26,32,3,0.006810042100551072
4403,Addition,32,26,32,3,0.00027486330000101586
4404,Multiplication,32,26,32,3,9.242174311499548
4405,KeyGen,32,28,32,3,10.102328100400337
4406,Encryption,32,28,32,3,0.25224654100020416
4407,Decrypt,32,28,32,3,0.007189237599959597
4408,Addition,32,28,32,3,0.00025695889999042263
4409,Multiplication,32,28,32,3,10.580489566300093
4410,KeyGen,30,24,32,3,6.458945141300501
4411,Encryption,30,24,32,3,0.1913079359997937
4412,Decrypt,30,24,32,3,0.006704624799749581
4413,Addition,30,24,32,3,0.0002454837995173875
4414,Multiplication,30,24,32,3,6.47155956669958
4415,KeyGen,30,22,32,3,5.606060379200062
4416,Encryption,30,22,32,3,0.19271125909945114
4417,Decrypt,30,22,32,3,0.004776130599930184
4418,Addition,30,22,32,3,0.00022446840011980385
4419,Multiplication,30,22,32,3,5.622633152300113
4420,KeyGen,30,26,32,3,7.463370434200624
4421,Encryption,30,26,32,3,0.22281303919953643
4422,Decrypt,30,26,32,3,0.0066881764003483115
4423,Addition,30,26,32,3,0.0003167481998389121
4424,Multiplication,30,26,32,3,7.739980972799822
4425,KeyGen,32,30,32,3,11.414863017299648
4426,Encryption,32,30,32,3,0.3183217657999194
4427,Decrypt,32,30,32,3,0.009193759399931879
4428,Addition,32,30,32,3,0.0002993538000737317
4429,Multiplication,32,30,32,3,11.869485446200269
4430,KeyGen,30,20,32,3,4.943531978900137
4431,Encryption,30,20,32,3,0.13268870699976104
4432,Decrypt,30,20,32,3,0.004091834399878281
4433,Addition,30,20,32,3,0.0002274293998198118
4434,Multiplication,30,20,32,3,4.727527601300244
4435,KeyGen,30,18,32,3,4.092763432100037
4436,Encryption,30,18,32,3,0.10549723630028893
4437,Decrypt,30,18,32,3,0.003416392300277948
4438,Addition,30,18,32,3,0.00020423290043254384
4439,Multiplication,30,18,32,3,4.038855547900312
4440,KeyGen,30,4,32,3,0.5869216276005318
4441,Encryption,30,4,32,3,0.01339402079975116
4442,Decrypt,30,4,32,3,0.00047365330028696916
4443,Addition,30,4,32,3,0.00011545629968168214
4444,Multiplication,30,4,32,3,0.45632569169974885
4445,KeyGen,30,2,32,3,0.30541659149967015
4446,Encryption,30,2,32,3,0.007092213099531364
4447,Decrypt,30,2,32,3,0.0002702162993955426
4448,Addition,30,2,32,3,9.898190037347377e-05
4449,Multiplication,30,2,32,3,0.23163326770009007
4450,KeyGen,30,16,32,3,3.227908230700268
4451,Encryption,30,16,32,3,0.09550574950044392
4452,Decrypt,30,16,32,3,0.002621486999851186
4453,Addition,30,16,32,3,0.00019235669969930314
4454,Multiplication,30,16,32,3,3.115468116400007
4455,KeyGen,30,1,32,3,0.21374211400034254
4456,Encryption,30,1,32,3,0.005082296000182396
4457,Decrypt,30,1,32,3,0.00021245520038064568
4458,Addition,30,1,32,3,9.599589975550771e-05
4459,Multiplication,30,1,32,3,0.16034464639960788
4460,KeyGen,30,28,32,3,8.288799267800641
4461,Encryption,30,28,32,3,0.27779012359969785
4462,Decrypt,30,28,32,3,0.009457034099614247
4463,Addition,30,28,32,3,0.0002552250000007916
4464,Multiplication,30,28,32,3,8.628523442999722
4465,KeyGen,30,6,32,3,0.9390771143000165
4466,Encryption,30,6,32,3,0.023376920300506754
4467,Decrypt,30,6,32,3,0.0007433104998199269
4468,Addition,30,6,32,3,0.0001317574999120552
4469,Multiplication,30,6,32,3,0.7412185104003584
4470,KeyGen,30,8,32,3,1.2046085190995655
4471,Encryption,30,8,32,3,0.031904783400386806
4472,Decrypt,30,8,32,3,0.0010068936004245187
4473,Addition,30,8,32,3,0.0001384076997055672
4474,Multiplication,30,8,32,3,1.0352057314004923
4475,KeyGen,30,14,32,3,2.6675910199999633
4476,Encryption,30,14,32,3,0.0712298832993838
4477,Decrypt,30,14,32,3,0.002303508899785811
4478,Addition,30,14,32,3,0.00018191449998994358
4479,Multiplication,30,14,32,3,2.5494502249996005
4480,KeyGen,32,32,32,3,12.914031429900206
4481,Encryption,32,32,32,3,0.3299734485000954
4482,Decrypt,32,32,32,3,0.009729955899820198
4483,Addition,32,32,32,3,0.0003090358994086273
4484,Multiplication,32,32,32,3,13.316293330500049
4485,KeyGen,30,10,32,3,1.741301875699719
4486,Encryption,30,10,32,3,0.044329345699952685
4487,Decrypt,30,10,32,3,0.00214083769969875
4488,Addition,30,10,32,3,0.0001597141003003344
4489,Multiplication,30,10,32,3,1.5051316548000613
4490,KeyGen,30,12,32,3,2.1182751353997444
4491,Encryption,30,12,32,3,0.059832463800557886
4492,Decrypt,30,12,32,3,0.0017806687006668652
4493,Addition,30,12,32,3,0.00016537420015083626
4494,Multiplication,30,12,32,3,1.8988390061000247
4495,KeyGen,30,30,32,3,9.739744834800513
4496,Encryption,30,30,32,3,0.30692421600033415
4497,Decrypt,30,30,32,3,0.009717351400468033
4498,Addition,30,30,32,3,0.0002747862999967765
4499,Multiplication,30,30,32,3,9.639380974999948
4500,KeyGen,30,32,32,3,10.770853588599858
4501,Encryption,30,32,32,3,0.2998258895000617
4502,Decrypt,30,32,32,3,0.008964564899360993
4503,Addition,30,32,32,3,0.00029305560019565746
4504,Multiplication,30,32,32,3,10.695821374800289
4505,KeyGen,28,12,32,3,1.751438371299446
4506,Encryption,28,12,32,3,0.05106070440015174
4507,Decrypt,28,12,32,3,0.0021107663000293543
4508,Addition,28,12,32,3,0.00015986610014806502
4509,Multiplication,28,12,32,3,1.7512548871003673
4510,KeyGen,28,14,32,3,2.193862511000043
4511,Encryption,28,14,32,3,0.07348206149981706
4512,Decrypt,28,14,32,3,0.0020948078999936115
4513,Addition,28,14,32,3,0.00017179339993163013
4514,Multiplication,28,14,32,3,2.2300204177998237
4515,KeyGen,28,16,32,3,2.65638840229949
4516,Encryption,28,16,32,3,0.08208704159987974
4517,Decrypt,28,16,32,3,0.0027160940000612753
4518,Addition,28,16,32,3,0.00017538039974169807
4519,Multiplication,28,16,32,3,2.745730494199961
4520,KeyGen,28,10,32,3,1.4702723573005643
4521,Encryption,28,10,32,3,0.04147424889961258
4522,Decrypt,28,10,32,3,0.001577700799680315
4523,Addition,28,10,32,3,0.0001478378995670937
4524,Multiplication,28,10,32,3,1.2621965482998347
4525,KeyGen,28,2,32,3,0.2588765565000358
4526,Encryption,28,2,32,3,0.0073875045003660485
4527,Decrypt,28,2,32,3,0.0006303612994088325
4528,Addition,28,2,32,3,0.00010188500018557534
4529,Multiplication,28,2,32,3,0.24087380589990062
4530,KeyGen,28,18,32,3,3.1907396624999818
4531,Encryption,28,18,32,3,0.0925313380001171
4532,Decrypt,28,18,32,3,0.003142779400513973
4533,Addition,28,18,32,3,0.00019013679993804545
4534,Multiplication,28,18,32,3,3.3129663516992878
4535,KeyGen,28,1,32,3,0.19247322209994308
4536,Encryption,28,1,32,3,0.0043148825003299866
4537,Decrypt,28,1,32,3,0.00019093580049229787
4538,Addition,28,1,32,3,8.905880022211932e-05
4539,Multiplication,28,1,32,3,0.15587503619972268
4540,KeyGen,28,4,32,3,0.46028169940036606
4541,Encryption,28,4,32,3,0.016740429599303754
4542,Decrypt,28,4,32,3,0.0004458057002921123
4543,Addition,28,4,32,3,0.00011428119978518225
4544,Multiplication,28,4,32,3,0.43949867020055533
4545,KeyGen,28,6,32,3,0.7194860816001892
4546,Encryption,28,6,32,3,0.018237860800581984
4547,Decrypt,28,6,32,3,0.0006746982006006874
4548,Addition,28,6,32,3,0.00011885440035257489
4549,Multiplication,28,6,32,3,0.6992795942998782
4550,KeyGen,28,8,32,3,1.025621353599854
4551,Encryption,28,8,32,3,0.038860496400593546
4552,Decrypt,28,8,32,3,0.0010410454000520986
4553,Addition,28,8,32,3,0.00014262969998526386
4554,Multiplication,28,8,32,3,1.0079659644005006
4555,KeyGen,28,20,32,3,3.8355596177003464
4556,Encryption,28,20,32,3,0.1228232763998676
4557,Decrypt,28,20,32,3,0.004536430699954508
4558,Addition,28,20,32,3,0.00020909009981551208
4559,Multiplication,28,20,32,3,3.977215389200137
4560,KeyGen,28,22,32,3,4.441094653099571
4561,Encryption,28,22,32,3,0.12801612519979244
4562,Decrypt,28,22,32,3,0.004432374700263609
4563,Addition,28,22,32,3,0.0002157591996365227
4564,Multiplication,28,22,32,3,4.865451051099808
4565,KeyGen,28,24,32,3,5.211826046199713
4566,Encryption,28,24,32,3,0.15692182480051997
4567,Decrypt,28,24,32,3,0.005062881000048947
4568,Addition,28,24,32,3,0.00022730540003976785
4569,Multiplication,28,24,32,3,5.6455009885998155
4570,KeyGen,28,26,32,3,6.0044299348002825
4571,Encryption,28,26,32,3,0.18456698689988116
4572,Decrypt,28,26,32,3,0.00616586960022687
4573,Addition,28,26,32,3,0.0003025559002708178
4574,Multiplication,28,26,32,3,6.608410669299337
4575,KeyGen,28,28,32,3,6.760928259699722
4576,Encryption,28,28,32,3,0.21954864069994073
4577,Decrypt,28,28,32,3,0.0069143353000981735
4578,Addition,28,28,32,3,0.00025044289941433817
4579,Multiplication,28,28,32,3,7.63142621099978
4580,KeyGen,28,30,32,3,7.495152045600117
4581,Encryption,28,30,32,3,0.2468977504002396
4582,Decrypt,28,30,32,3,0.008559127600165084
4583,Addition,28,30,32,3,0.0002611240997794084
4584,Multiplication,28,30,32,3,8.681371079100064
4585,KeyGen,26,22,32,3,3.7354297549994953
4586,Encryption,26,22,32,3,0.12269856109996909
4587,Decrypt,26,22,32,3,0.005287219800084131
4588,Addition,26,22,32,3,0.00020066090000909754
4589,Multiplication,26,22,32,3,3.864677193100215
4590,KeyGen,26,18,32,3,2.7623027872003147
4591,Encryption,26,18,32,3,0.11063658069979283
4592,Decrypt,26,18,32,3,0.0032472808001330123
4593,Addition,26,18,32,3,0.00021238620029180312
4594,Multiplication,26,18,32,3,2.6524623283003166
4595,KeyGen,26,20,32,3,3.3298910397999864
4596,Encryption,26,20,32,3,0.10121613509982126
4597,Decrypt,26,20,32,3,0.003330037300474942
4598,Addition,26,20,32,3,0.00019139879950671456
4599,Multiplication,26,20,32,3,3.262235692799732
4600,KeyGen,26,24,32,3,4.264831242999935
4601,Encryption,26,24,32,3,0.1649043662000622
4602,Decrypt,26,24,32,3,0.0047079383999516725
4603,Addition,26,24,32,3,0.00020513199997367336
4604,Multiplication,26,24,32,3,4.520008414499898
4605,KeyGen,26,16,32,3,2.3334474420997138
4606,Encryption,26,16,32,3,0.07798109819996171
4607,Decrypt,26,16,32,3,0.002480058799847029
4608,Addition,26,16,32,3,0.00016956039980868808
4609,Multiplication,26,16,32,3,2.2149670616003276
4610,KeyGen,28,32,32,3,8.47246788659977
4611,Encryption,28,32,32,3,0.3169545245000336
4612,Decrypt,28,32,32,3,0.010867253800097388
4613,Addition,28,32,32,3,0.0002605531000881456
4614,Multiplication,28,32,32,3,9.416419849300292
4615,KeyGen,26,2,32,3,0.2496138868998969
4616,Encryption,26,2,32,3,0.005624985699978424
4617,Decrypt,26,2,32,3,0.0002514529995096382
4618,Addition,26,2,32,3,9.140980037045666e-05
4619,Multiplication,26,2,32,3,0.17094683190007345
4620,KeyGen,26,4,32,3,0.431353029699676
4621,Encryption,26,4,32,3,0.01107384679999086
4622,Decrypt,26,4,32,3,0.0003890676001901738
4623,Addition,26,4,32,3,0.00010002799972426146
4624,Multiplication,26,4,32,3,0.3549889872003405
4625,KeyGen,26,6,32,3,0.6418980697999359
4626,Encryption,26,6,32,3,0.017461932500009426
4627,Decrypt,26,6,32,3,0.0006746612998540513
4628,Addition,26,6,32,3,0.00011512319979374297
4629,Multiplication,26,6,32,3,0.5280060491997574
4630,KeyGen,26,1,32,3,0.14716584390043863
4631,Encryption,26,1,32,3,0.005659284300054424
4632,Decrypt,26,1,32,3,0.0001798284996766597
4633,Addition,26,1,32,3,8.706169974175282e-05
4634,Multiplication,26,1,32,3,0.12766222749996814
4635,KeyGen,26,14,32,3,1.866825876400253
4636,Encryption,26,14,32,3,0.053669982100109336
4637,Decrypt,26,14,32,3,0.0020405921000929083
4638,Addition,26,14,32,3,0.00016011710031307302
4639,Multiplication,26,14,32,3,1.7815382752000004
4640,KeyGen,26,8,32,3,0.8472578327004158
4641,Encryption,26,8,32,3,0.03352942549972795
4642,Decrypt,26,8,32,3,0.0009619618998840451
4643,Addition,26,8,32,3,0.0001311546002398245
4644,Multiplication,26,8,32,3,0.7273485041994718
4645,KeyGen,26,26,32,3,5.15153189210032
4646,Encryption,26,26,32,3,0.16745656540006165
4647,Decrypt,26,26,32,3,0.005457082200155128
4648,Addition,26,26,32,3,0.00022766139954910614
4649,Multiplication,26,26,32,3,5.279438537500392
4650,KeyGen,26,10,32,3,1.1664500510996731
4651,Encryption,26,10,32,3,0.046531770399451486
4652,Decrypt,26,10,32,3,0.001350850599555997
4653,Addition,26,10,32,3,0.00017438249997212552
4654,Multiplication,26,10,32,3,1.0316788964999433
4655,KeyGen,26,12,32,3,1.4293595177994576
4656,Encryption,26,12,32,3,0.042986596599803306
4657,Decrypt,26,12,32,3,0.0016046714998083189
4658,Addition,26,12,32,3,0.00015074490002007224
4659,Multiplication,26,12,32,3,1.3895843717997196
4660,KeyGen,26,28,32,3,5.772307884099428
4661,Encryption,26,28,32,3,0.2218637147998379
4662,Decrypt,26,28,32,3,0.006209964900335763
4663,Addition,26,28,32,3,0.00024388579986407423
4664,Multiplication,26,28,32,3,5.86467950590013
4665,KeyGen,26,30,32,3,6.785716762199445
4666,Encryption,26,30,32,3,0.2001243478996912
4667,Decrypt,26,30,32,3,0.0076336160003847905
4668,Addition,26,30,32,3,0.00025080990017158913
4669,Multiplication,26,30,32,3,6.593338897899957
4670,KeyGen,24,16,32,3,1.7943836281003314
4671,Encryption,24,16,32,3,0.05518482100014808
4672,Decrypt,24,16,32,3,0.002223538800171809
4673,Addition,24,16,32,3,0.00015621810016455128
4674,Multiplication,24,16,32,3,1.6492208604999177
4675,KeyGen,24,14,32,3,1.4435393446998206
4676,Encryption,24,14,32,3,0.04906877179964795
4677,Decrypt,24,14,32,3,0.0018691778001084457
4678,Addition,24,14,32,3,0.00014755289957975038
4679,Multiplication,24,14,32,3,1.3650270807003835
4680,KeyGen,26,32,32,3,7.39483629009992
4681,Encryption,26,32,32,3,0.2225865585001884
4682,Decrypt,26,32,32,3,0.007803341300314059
4683,Addition,26,32,32,3,0.0002584781002951786
4684,Multiplication,26,32,32,3,7.338914389599813
4685,KeyGen,24,18,32,3,2.1237412996000784
4686,Encryption,24,18,32,3,0.07186710079986369
4687,Decrypt,24,18,32,3,0.0026892499998211862
4688,Addition,24,18,32,3,0.00016976030019577593
4689,Multiplication,24,18,32,3,2.085340216699842
4690,KeyGen,24,6,32,3,0.4496742237002763
4691,Encryption,24,6,32,3,0.013508312300109538
4692,Decrypt,24,6,32,3,0.0005806403998576571
4693,Addition,24,6,32,3,0.00010821019968716427
4694,Multiplication,24,6,32,3,0.37730349819976255
4695,KeyGen,24,4,32,3,0.2974051461998897
4696,Encryption,24,4,32,3,0.008347033600148279
4697,Decrypt,24,4,32,3,0.0003730063996044919
4698,Addition,24,4,32,3,9.4915900263004e-05
4699,Multiplication,24,4,32,3,0.22835101620003115
4700,KeyGen,24,12,32,3,1.1132933089997095
4701,Encryption,24,12,32,3,0.0357244922000973
4702,Decrypt,24,12,32,3,0.0014731570998264942
4703,Addition,24,12,32,3,0.00013763870010734535
4704,Multiplication,24,12,32,3,1.0946579923001991
4705,KeyGen,24,20,32,3,2.618946462099848
4706,Encryption,24,20,32,3,0.08155963379977038
4707,Decrypt,24,20,32,3,0.0033271576001425275
4708,Addition,24,20,32,3,0.00018116860010195524
4709,Multiplication,24,20,32,3,2.5661872899996525
4710,KeyGen,24,8,32,3,0.6247000477000256
4711,Encryption,24,8,32,3,0.01971918490016833
4712,Decrypt,24,8,32,3,0.0008184600999811664
4713,Addition,24,8,32,3,0.00011983930016867816
4714,Multiplication,24,8,32,3,0.580801966299623
4715,KeyGen,24,1,32,3,0.11107502260056208
4716,Encryption,24,1,32,3,0.003213611399405636
4717,Decrypt,24,1,32,3,0.00016590319937677124
4718,Addition,24,1,32,3,7.93405000877101e-05
4719,Multiplication,24,1,32,3,0.08422546820002026
4720,KeyGen,24,2,32,3,0.17946343629955663
4721,Encryption,24,2,32,3,0.00464238960048533
4722,Decrypt,24,2,32,3,0.00022632550026173702
4723,Addition,24,2,32,3,8.355070021934808e-05
4724,Multiplication,24,2,32,3,0.12348627149985987
4725,KeyGen,24,10,32,3,0.9325380595997558
4726,Encryption,24,10,32,3,0.028290111900423652
4727,Decrypt,24,10,32,3,0.001123000199731905
4728,Addition,24,10,32,3,0.00013114960020175204
4729,Multiplication,24,10,32,3,0.7811413636001816
4730,KeyGen,24,22,32,3,3.011940399299783
4731,Encryption,24,22,32,3,0.10117163139948389
4732,Decrypt,24,22,32,3,0.0037761894003779163
4733,Addition,24,22,32,3,0.00018586470032460055
4734,Multiplication,24,22,32,3,3.005130321899924
4735,KeyGen,24,24,32,3,3.49937375169975
4736,Encryption,24,24,32,3,0.11283039039990399
4737,Decrypt,24,24,32,3,0.0037098642002092674
4738,Addition,24,24,32,3,0.0001657152002735529
4739,Multiplication,24,24,32,3,3.502777326999785
4740,KeyGen,24,26,32,3,3.883130018299562
4741,Encryption,24,26,32,3,0.1279652139004611
4742,Decrypt,24,26,32,3,0.0050857812995673156
4743,Addition,24,26,32,3,0.00020753509961650706
4744,Multiplication,24,26,32,3,3.951829216099577
4745,KeyGen,24,28,32,3,4.288480902599986
4746,Encryption,24,28,32,3,0.17174487929951282
4747,Decrypt,24,28,32,3,0.0058556923999276474
4748,Addition,24,28,32,3,0.00021815729996887967
4749,Multiplication,24,28,32,3,4.435090408699762
4750,KeyGen,24,30,32,3,4.848643029699451
4751,Encryption,24,30,32,3,0.18021650419977958
4752,Decrypt,24,30,32,3,0.007359005099715432
4753,Addition,24,30,32,3,0.00040542599963373506
4754,Multiplication,24,30,32,3,5.136808526099776
4755,KeyGen,22,20,32,3,1.938089341599698
4756,Encryption,22,20,32,3,0.07083555850040284
4757,Decrypt,22,20,32,3,0.0030584653999540024
4758,Addition,22,20,32,3,0.00017137739996542223
4759,Multiplication,22,20,32,3,1.9635262442003296
4760,KeyGen,22,18,32,3,1.6056007530001808
4761,Encryption,22,18,32,3,0.06191194339990034
4762,Decrypt,22,18,32,3,0.002560746599920094
4763,Addition,22,18,32,3,0.00015786009971634484
4764,Multiplication,22,18,32,3,1.6497648974000185
4765,KeyGen,22,16,32,3,1.309505697699933
4766,Encryption,22,16,32,3,0.049015170900383966
4767,Decrypt,22,16,32,3,0.002203346600435907
4768,Addition,22,16,32,3,0.00014826289989287034
4769,Multiplication,22,16,32,3,1.3912650685000698
4770,KeyGen,22,22,32,3,2.275776425100048
4771,Encryption,22,22,32,3,0.0858690253997338
4772,Decrypt,22,22,32,3,0.003539088799880119
4773,Addition,22,22,32,3,0.00017924250059877522
4774,Multiplication,22,22,32,3,2.340458058600052
4775,KeyGen,22,14,32,3,1.1231990273001429
4776,Encryption,22,14,32,3,0.04344089009973686
4777,Decrypt,22,14,32,3,0.0018350693004322237
4778,Addition,22,14,32,3,0.00014075580038479528
4779,Multiplication,22,14,32,3,1.033086857500166
4780,KeyGen,24,32,32,3,5.484181879300013
4781,Encryption,24,32,32,3,0.19411913020012433
4782,Decrypt,24,32,32,3,0.006702352200227324
4783,Addition,24,32,32,3,0.00020825519968639127
4784,Multiplication,24,32,32,3,5.703093925699795
4785,KeyGen,22,2,32,3,0.13273626190057258
4786,Encryption,22,2,32,3,0.004200549099914496
4787,Decrypt,22,2,32,3,0.00022728349940734916
4788,Addition,22,2,32,3,8.248369995271787e-05
4789,Multiplication,22,2,32,3,0.10470770719985012
4790,KeyGen,22,4,32,3,0.21525433150018217
4791,Encryption,22,4,32,3,0.007067925699811894
4792,Decrypt,22,4,32,3,0.0003454067998973187
4793,Addition,22,4,32,3,8.859579975251108e-05
4794,Multiplication,22,4,32,3,0.18776488260045882
4795,KeyGen,22,6,32,3,0.37323887780003134
4796,Encryption,22,6,32,3,0.012230484699830412
4797,Decrypt,22,6,32,3,0.0005652840998664032
4798,Addition,22,6,32,3,9.929599982569926e-05
4799,Multiplication,22,6,32,3,0.31258595419931223
4800,KeyGen,22,24,32,3,2.604819693299942
4801,Encryption,22,24,32,3,0.09562263100015116
4802,Decrypt,22,24,32,3,0.004743387600319693
4803,Addition,22,24,32,3,0.00018831270062946714
4804,Multiplication,22,24,32,3,2.6665287991003424
4805,KeyGen,22,1,32,3,0.09405128069993225
4806,Encryption,22,1,32,3,0.003301320299942745
4807,Decrypt,22,1,32,3,0.0001609421000466682
4808,Addition,22,1,32,3,6.944839988136664e-05
4809,Multiplication,22,1,32,3,0.07126306540012592
4810,KeyGen,22,8,32,3,0.5134601682999346
4811,Encryption,22,8,32,3,0.019315285700577077
4812,Decrypt,22,8,32,3,0.0009284124003897887
4813,Addition,22,8,32,3,0.00011543930013431236
4814,Multiplication,22,8,32,3,0.44224870590041976
4815,KeyGen,22,10,32,3,0.6577580446995853
4816,Encryption,22,10,32,3,0.024396614099532598
4817,Decrypt,22,10,32,3,0.0010867714001506102
4818,Addition,22,10,32,3,0.00012860159986303188
4819,Multiplication,22,10,32,3,0.6356571493000956
4820,KeyGen,22,12,32,3,0.8507910275999165
4821,Encryption,22,12,32,3,0.029838107600517104
4822,Decrypt,22,12,32,3,0.0013359233998926356
4823,Addition,22,12,32,3,0.00013286760004120878
4824,Multiplication,22,12,32,3,0.8660618302004878
4825,KeyGen,22,26,32,3,2.9700535009993474
4826,Encryption,22,26,32,3,0.11588159120001365
4827,Decrypt,22,26,32,3,0.0047445876996789595
4828,Addition,22,26,32,3,0.0001952858998265583
4829,Multiplication,22,26,32,3,3.1016355679996197
4830,KeyGen,22,28,32,3,3.436789177099854
4831,Encryption,22,28,32,3,0.14028236049998669
4832,Decrypt,22,28,32,3,0.0057251300997450015
4833,Addition,22,28,32,3,0.00022949060003156773
4834,Multiplication,22,28,32,3,3.5456226861999314
4835,KeyGen,22,30,32,3,3.8555278382002145
4836,Encryption,22,30,32,3,0.19561165389968665
4837,Decrypt,22,30,32,3,0.006855353400169406
4838,Addition,22,30,32,3,0.00043420160000096075
4839,Multiplication,22,30,32,3,3.9296906458002923
4840,KeyGen,20,16,32,3,1.0224683811997237
4841,Encryption,20,16,32,3,0.04310037430041121
4842,Decrypt,20,16,32,3,0.0024399632995482532
4843,Addition,20,16,32,3,0.00015015000026323831
4844,Multiplication,20,16,32,3,1.0199687915002869
4845,KeyGen,20,18,32,3,1.2578798993999953
4846,Encryption,20,18,32,3,0.052065995700104395
4847,Decrypt,20,18,32,3,0.0024896301998523994
4848,Addition,20,18,32,3,0.00023949570022523402
4849,Multiplication,20,18,32,3,1.3026941945994621
4850,KeyGen,20,14,32,3,0.8291240948994527
4851,Encryption,20,14,32,3,0.03980218329961645
4852,Decrypt,20,14,32,3,0.0015730431005067658
4853,Addition,20,14,32,3,0.0001258235002751462
4854,Multiplication,20,14,32,3,0.8191152948005765
4855,KeyGen,22,32,32,3,4.26634034460003
4856,Encryption,22,32,32,3,0.1620997792997514
4857,Decrypt,22,32,32,3,0.00846612519962946
4858,Addition,22,32,32,3,0.00022256640004343354
4859,Multiplication,22,32,32,3,4.471581994099688
4860,KeyGen,20,20,32,3,1.4898935496996273
4861,Encryption,20,20,32,3,0.05782787959979032
4862,Decrypt,20,20,32,3,0.0027700447993993294
4863,Addition,20,20,32,3,0.00016082619986264036
4864,Multiplication,20,20,32,3,1.5162159687002714
4865,KeyGen,20,2,32,3,0.09626020360010443
4866,Encryption,20,2,32,3,0.003356709399668034
4867,Decrypt,20,2,32,3,0.00038059450016589833
4868,Addition,20,2,32,3,7.450039993273094e-05
4869,Multiplication,20,2,32,3,0.07722153189970413
4870,KeyGen,20,4,32,3,0.19871513769976445
4871,Encryption,20,4,32,3,0.00641612300023553
4872,Decrypt,20,4,32,3,0.00034181270020781083
4873,Addition,20,4,32,3,8.687070003361441e-05
4874,Multiplication,20,4,32,3,0.14721144979994277
4875,KeyGen,20,1,32,3,0.0641098134998174
4876,Encryption,20,1,32,3,0.0023390811998979188
4877,Decrypt,20,1,32,3,0.000150094000127865
4878,Addition,20,1,32,3,7.086640034685843e-05
4879,Multiplication,20,1,32,3,0.05168803569977172
4880,KeyGen,20,22,32,3,1.7178270606993464
4881,Encryption,20,22,32,3,0.0935807866997493
4882,Decrypt,20,22,32,3,0.0037332728003093506
4883,Addition,20,22,32,3,0.00017496650034445337
4884,Multiplication,20,22,32,3,1.7941666352002357
4885,KeyGen,20,6,32,3,0.298017941499711
4886,Encryption,20,6,32,3,0.010999968700343744
4887,Decrypt,20,6,32,3,0.0005005580002034549
4888,Addition,20,6,32,3,9.452890008105896e-05
4889,Multiplication,20,6,32,3,0.22604575380028108
4890,KeyGen,20,12,32,3,0.685528902799706
4891,Encryption,20,12,32,3,0.02481929499990656
4892,Decrypt,20,12,32,3,0.0012344744005531537
4893,Addition,20,12,32,3,0.00011903629929292947
4894,Multiplication,20,12,32,3,0.6541541593003786
4895,KeyGen,20,8,32,3,0.41194922729991956
4896,Encryption,20,8,32,3,0.014205131099879508
4897,Decrypt,20,8,32,3,0.0006939727005374152
4898,Addition,20,8,32,3,0.00010282200018991716
4899,Multiplication,20,8,32,3,0.33179456729994855
4900,KeyGen,20,10,32,3,0.5794059177002054
4901,Encryption,20,10,32,3,0.01949175159970764
4902,Decrypt,20,10,32,3,0.0009471098004723899
4903,Addition,20,10,32,3,0.0001319066999712959
4904,Multiplication,20,10,32,3,0.46405232130055085
4905,KeyGen,20,24,32,3,1.9846290742003476
4906,Encryption,20,24,32,3,0.07708317650030949
4907,Decrypt,20,24,32,3,0.0036150435000308788
4908,Addition,20,24,32,3,0.00017454839980928226
4909,Multiplication,20,24,32,3,2.0277764145001127
4910,KeyGen,20,26,32,3,2.2576159094001924
4911,Encryption,20,26,32,3,0.10723127390010631
4912,Decrypt,20,26,32,3,0.00566601009995793
4913,Addition,20,26,32,3,0.00018078759967465885
4914,Multiplication,20,26,32,3,2.3355975949998538
4915,KeyGen,20,28,32,3,2.468291122500523
4916,Encryption,20,28,32,3,0.11175272849941394
4917,Decrypt,20,28,32,3,0.004888243699679151
4918,Addition,20,28,32,3,0.000192029799654847
4919,Multiplication,20,28,32,3,2.646259797200037
4920,KeyGen,20,30,32,3,2.7730053233004583
4921,Encryption,20,30,32,3,0.13850303889994392
4922,Decrypt,20,30,32,3,0.0058287813000788445
4923,Addition,20,30,32,3,0.000198808000277495
4924,Multiplication,20,30,32,3,2.946881578699686
4925,KeyGen,18,18,32,3,0.8597930256997642
4926,Encryption,18,18,32,3,0.039577912400272905
4927,Decrypt,18,18,32,3,0.002081193199410336
4928,Addition,18,18,32,3,0.00013153859981684946
4929,Multiplication,18,18,32,3,0.8912442726999871
4930,KeyGen,18,20,32,3,1.0089264583999467
4931,Encryption,18,20,32,3,0.0483172594998905
4932,Decrypt,18,20,32,3,0.002494024299812736
4933,Addition,18,20,32,3,0.00014139580016490073
4934,Multiplication,18,20,32,3,1.0485256815998583
4935,KeyGen,18,16,32,3,0.6995687777001877
4936,Encryption,18,16,32,3,0.0318689079998876
4937,Decrypt,18,16,32,3,0.0017393814996466972
4938,Addition,18,16,32,3,0.00012484649996622466
4939,Multiplication,18,16,32,3,0.7604167401004815
4940,KeyGen,18,22,32,3,1.173927865299629
4941,Encryption,18,22,32,3,0.054247845899953975
